"","V1","V2","V3","V4","V5","V6"
"1254","mdsds","0.9","250","114","0.111186116091038","4"
"1255","soap","0.9","250","114","0.1208339194193",NA
"1256","wr","0.9","250","114","0.12966273210467",NA
"1257","tprs","0.9","250","115","0.140373154098899",NA
"1258","mdsds","0.9","250","115","0.100288935219727","5"
"1259","soap","0.9","250","115","0.127458379286792",NA
"1260","wr","0.9","250","115","0.121366157747738",NA
"1261","tprs","0.9","250","116","0.200390374260837",NA
"1262","mdsds","0.9","250","116","0.13185785050674","4"
"1263","soap","0.9","250","116","0.192713629044307",NA
"1264","wr","0.9","250","116","0.150026063778983",NA
"1265","tprs","0.9","250","117","0.197309476439157",NA
"1266","mdsds","0.9","250","117","0.129983773351123","5"
"1267","soap","0.9","250","117","0.129295472641117",NA
"1268","wr","0.9","250","117","0.120849041421895",NA
"1269","tprs","0.9","250","118","0.270819184510612",NA
"1270","mdsds","0.9","250","118","0.125275092509783","5"
"1271","soap","0.9","250","118","0.136293526227903",NA
"1272","wr","0.9","250","118","0.141315113110171",NA
"1273","tprs","0.9","250","119","0.176618716595292",NA
"1274","mdsds","0.9","250","119","0.15241383775579","7"
"1275","soap","0.9","250","119","0.158269451308557",NA
"1276","wr","0.9","250","119","0.139603879344076",NA
"1277","tprs","0.9","250","120","0.152858532181182",NA
"1278","mdsds","0.9","250","120","0.091652872277774","5"
"1279","soap","0.9","250","120","0.0988359620473772",NA
"1280","wr","0.9","250","120","0.108668371758566",NA
"1281","tprs","0.9","250","121","0.164692225500146",NA
"1282","mdsds","0.9","250","121","0.128293841218695","7"
"1283","soap","0.9","250","121","0.117120152665968",NA
"1284","wr","0.9","250","121","0.138815460833325",NA
"1285","tprs","0.9","250","122","0.191315370829957",NA
"1286","mdsds","0.9","250","122","0.120190885018823","4"
"1287","soap","0.9","250","122","0.141526968983813",NA
"1288","wr","0.9","250","122","0.132101188608548",NA
"1289","tprs","0.9","250","123","0.224405692049932",NA
"1290","mdsds","0.9","250","123","0.272055844892204","8"
"1291","soap","0.9","250","123","0.156144837397934",NA
"1292","wr","0.9","250","123","0.157724342370061",NA
"1293","tprs","0.9","250","124","0.18814377815402",NA
"1294","mdsds","0.9","250","124","0.109587461945212","4"
"1295","soap","0.9","250","124","0.124555311566668",NA
"1296","wr","0.9","250","124","0.127475181063893",NA
"1297","tprs","0.9","250","125","0.203514437976931",NA
"1298","mdsds","0.9","250","125","0.126365523586485","3"
"1299","soap","0.9","250","125","0.129074469381965",NA
"1300","wr","0.9","250","125","0.13700686532275",NA
"1301","tprs","0.9","250","126","0.176167028692744",NA
"1302","mdsds","0.9","250","126","0.0952331664743015","4"
"1303","soap","0.9","250","126","0.10225784906035",NA
"1304","wr","0.9","250","126","0.103585048239094",NA
"1305","tprs","0.9","250","127","0.258022957385322",NA
"1306","mdsds","0.9","250","127","0.127519069547402","4"
"1307","soap","0.9","250","127","0.151828230803789",NA
"1308","wr","0.9","250","127","0.133445990343108",NA
"1309","tprs","0.9","250","128","0.29143431534142",NA
"1310","mdsds","0.9","250","128","0.126820252602517","5"
"1311","soap","0.9","250","128","0.160912138873788",NA
"1312","wr","0.9","250","128","0.109333125704074",NA
"1313","tprs","0.9","250","129","0.195085982930628",NA
"1314","mdsds","0.9","250","129","0.135929048569187","3"
"1315","soap","0.9","250","129","0.118366839775842",NA
"1316","wr","0.9","250","129","0.146513718322823",NA
"1317","tprs","0.9","250","130","0.463386443033082",NA
"1318","mdsds","0.9","250","130","0.149655659744376","6"
"1319","soap","0.9","250","130","0.196374740967281",NA
"1320","wr","0.9","250","130","0.165737195933449",NA
"1321","tprs","0.9","250","131","0.170832639727048",NA
"1322","mdsds","0.9","250","131","0.113375946877209","5"
"1323","soap","0.9","250","131","0.118705178704702",NA
"1324","wr","0.9","250","131","0.125644577774858",NA
"1325","tprs","0.9","250","132","0.120521416244791",NA
"1326","mdsds","0.9","250","132","0.0736707892010249","4"
"1327","soap","0.9","250","132","0.094763415494123",NA
"1328","wr","0.9","250","132","0.0785151819231829",NA
"1329","tprs","0.9","250","133","0.219156360179557",NA
"1330","mdsds","0.9","250","133","0.126454794380788","4"
"1331","soap","0.9","250","133","0.15185109020785",NA
"1332","wr","0.9","250","133","0.14456225111739",NA
"1333","tprs","0.9","250","134","0.199135637219994",NA
"1334","mdsds","0.9","250","134","0.157571112881744","2"
"1335","soap","0.9","250","134","0.129946481595907",NA
"1336","wr","0.9","250","134","0.105199408520598",NA
"1337","tprs","0.9","250","135","0.239422592621399",NA
"1338","mdsds","0.9","250","135","0.129863224995263","5"
"1339","soap","0.9","250","135","0.147760332253736",NA
"1340","wr","0.9","250","135","0.141516990746135",NA
"1341","tprs","0.9","250","136","0.244693632319874",NA
"1342","mdsds","0.9","250","136","0.18883454166155","4"
"1343","soap","0.9","250","136","0.216840026539265",NA
"1344","wr","0.9","250","136","0.209395366702575",NA
"1345","tprs","0.9","250","137","0.197232773726966",NA
"1346","mdsds","0.9","250","137","0.19370660681289","12"
"1347","soap","0.9","250","137","0.111443145747409",NA
"1348","wr","0.9","250","137","0.143419770965378",NA
"1349","tprs","0.9","250","138","0.168570015263401",NA
"1350","mdsds","0.9","250","138","0.125524792294954","3"
"1351","soap","0.9","250","138","0.123454466250381",NA
"1352","wr","0.9","250","138","0.127457002218847",NA
"1353","tprs","0.9","250","139","0.198037661483145",NA
"1354","mdsds","0.9","250","139","0.126025657313256","5"
"1355","soap","0.9","250","139","0.143116446125161",NA
"1356","wr","0.9","250","139","0.117419651838146",NA
"1357","tprs","0.9","250","140","0.201703145075338",NA
"1358","mdsds","0.9","250","140","0.0989670302451667","4"
"1359","soap","0.9","250","140","0.119913194359371",NA
"1360","wr","0.9","250","140","0.116519121970994",NA
"1361","tprs","0.9","250","141","0.250330029113188",NA
"1362","mdsds","0.9","250","141","0.137350801024324","7"
"1363","soap","0.9","250","141","0.149893141456989",NA
"1364","wr","0.9","250","141","0.14840612499145",NA
"1365","tprs","0.9","250","142","0.151043668605752",NA
"1366","mdsds","0.9","250","142","0.106106360844775","7"
"1367","soap","0.9","250","142","0.107319511750779",NA
"1368","wr","0.9","250","142","0.105246365353052",NA
"1369","tprs","0.9","250","143","0.190259863414673",NA
"1370","mdsds","0.9","250","143","0.123043195113422","5"
"1371","soap","0.9","250","143","0.149810682748578",NA
"1372","wr","0.9","250","143","0.127372170899017",NA
"1373","tprs","0.9","250","144","0.194662203967197",NA
"1374","mdsds","0.9","250","144","0.0940435712811531","5"
"1375","soap","0.9","250","144","0.131351708798809",NA
"1376","wr","0.9","250","144","0.106661688026167",NA
"1377","tprs","0.9","250","145","0.170022420838439",NA
"1378","mdsds","0.9","250","145","0.0975046725135216","4"
"1379","soap","0.9","250","145","0.110279074796677",NA
"1380","wr","0.9","250","145","0.136969999517409",NA
"1381","tprs","0.9","250","146","0.210147851723442",NA
"1382","mdsds","0.9","250","146","0.1372977407269","4"
"1383","soap","0.9","250","146","0.150717395006983",NA
"1384","wr","0.9","250","146","0.127540318729731",NA
"1385","tprs","0.9","250","147","0.280434616770232",NA
"1386","mdsds","0.9","250","147","0.129262731942185","3"
"1387","soap","0.9","250","147","0.139772571297119",NA
"1388","wr","0.9","250","147","0.141861306413003",NA
"1389","tprs","0.9","250","148","0.214523931579202",NA
"1390","mdsds","0.9","250","148","0.122408059851732","4"
"1391","soap","0.9","250","148","0.142024405101553",NA
"1392","wr","0.9","250","148","0.140676839740952",NA
"1393","tprs","0.9","250","149","0.286439020642262",NA
"1394","mdsds","0.9","250","149","0.191484969067301","4"
"1395","soap","0.9","250","149","0.207526887919315",NA
"1396","wr","0.9","250","149","0.229158670366687",NA
"1397","tprs","0.9","250","150","0.235868855520378",NA
"1398","mdsds","0.9","250","150","0.153504562824866","5"
"1399","soap","0.9","250","150","0.170029265495836",NA
"1400","wr","0.9","250","150","0.162780557456739",NA
"1401","tprs","0.9","250","151","0.168868765237756",NA
"1402","mdsds","0.9","250","151","0.109345458159657","3"
"1403","soap","0.9","250","151","0.115254133453128",NA
"1404","wr","0.9","250","151","0.123095868265062",NA
"1405","tprs","0.9","250","152","0.173123790980303",NA
"1406","mdsds","0.9","250","152","0.375411501992249","9"
"1407","soap","0.9","250","152","0.116166447279086",NA
"1408","wr","0.9","250","152","0.0936412477818291",NA
"1409","tprs","0.9","250","153","0.174586505189628",NA
"1410","mdsds","0.9","250","153","0.124989431475715","4"
"1411","soap","0.9","250","153","0.144012662739501",NA
"1412","wr","0.9","250","153","0.122911577697146",NA
"1413","tprs","0.9","250","154","0.164841462920881",NA
"1414","mdsds","0.9","250","154","0.112913722750764","5"
"1415","soap","0.9","250","154","0.107413350648235",NA
"1416","wr","0.9","250","154","0.12734000521904",NA
"1417","tprs","0.9","250","155","0.241612218419566",NA
"1418","mdsds","0.9","250","155","0.212842478020528","9"
"1419","soap","0.9","250","155","0.158944720608986",NA
"1420","wr","0.9","250","155","0.228908349546962",NA
"1421","tprs","0.9","250","156","0.204769874477266",NA
"1422","mdsds","0.9","250","156","3.27339016124422","12"
"1423","soap","0.9","250","156","0.131876253329081",NA
"1424","wr","0.9","250","156","0.107856142997877",NA
"1425","tprs","0.9","250","157","0.176841949273881",NA
"1426","mdsds","0.9","250","157","0.35262757078476","9"
"1427","soap","0.9","250","157","0.156725883485654",NA
"1428","wr","0.9","250","157","0.12300241042175",NA
"1429","tprs","0.9","250","158","0.16921049705649",NA
"1430","mdsds","0.9","250","158","0.108582245541359","4"
"1431","soap","0.9","250","158","0.107804879137093",NA
"1432","wr","0.9","250","158","0.128972297842323",NA
"1433","tprs","0.9","250","159","0.208895587066089",NA
"1434","mdsds","0.9","250","159","11.3135642751638","17"
"1435","soap","0.9","250","159","0.114729631202718",NA
"1436","wr","0.9","250","159","0.123813148038733",NA
"1437","tprs","0.9","250","160","0.251657171113372",NA
"1438","mdsds","0.9","250","160","0.162797567263469","4"
"1439","soap","0.9","250","160","0.166873229751643",NA
"1440","wr","0.9","250","160","0.203325300795345",NA
"1441","tprs","0.9","250","161","0.2313561446344",NA
"1442","mdsds","0.9","250","161","0.0989603152884419","4"
"1443","soap","0.9","250","161","0.132346068666391",NA
"1444","wr","0.9","250","161","0.102077843743506",NA
"1445","tprs","0.9","250","162","0.253600359849278",NA
"1446","mdsds","0.9","250","162","0.127097948274295","5"
"1447","soap","0.9","250","162","0.175696227753702",NA
"1448","wr","0.9","250","162","0.204838676778237",NA
"1449","tprs","0.9","250","163","0.161050480983334",NA
"1450","mdsds","0.9","250","163","0.113258713436387","5"
"1451","soap","0.9","250","163","0.118103783657698",NA
"1452","wr","0.9","250","163","0.13103145408663",NA
"1453","tprs","0.9","250","164","0.212439998220958",NA
"1454","mdsds","0.9","250","164","0.118642339374356","3"
"1455","soap","0.9","250","164","0.123770658707941",NA
"1456","wr","0.9","250","164","0.122401949871882",NA
"1457","tprs","0.9","250","165","0.181998262251821",NA
"1458","mdsds","0.9","250","165","0.175151879989664","3"
"1459","soap","0.9","250","165","0.176197870019396",NA
"1460","wr","0.9","250","165","0.17294353593075",NA
"1461","tprs","0.9","250","166","0.248218064908425",NA
"1462","mdsds","0.9","250","166","3.93361514075806","16"
"1463","soap","0.9","250","166","0.176910481736194",NA
"1464","wr","0.9","250","166","0.144557147183407",NA
"1465","tprs","0.9","250","167","0.218412732197289",NA
"1466","mdsds","0.9","250","167","0.126392309214604","4"
"1467","soap","0.9","250","167","0.133115925149282",NA
"1468","wr","0.9","250","167","0.146014954212818",NA
"1469","tprs","0.9","250","168","0.188066614037747",NA
"1470","mdsds","0.9","250","168","0.1599379090273","6"
"1471","soap","0.9","250","168","0.163080161978347",NA
"1472","wr","0.9","250","168","0.14748364471216",NA
"1473","tprs","0.9","250","169","0.153820920532363",NA
"1474","mdsds","0.9","250","169","0.0959795829240641","3"
"1475","soap","0.9","250","169","0.0955484909501689",NA
"1476","wr","0.9","250","169","0.0935366554465475",NA
"1477","tprs","0.9","250","170","0.21342848634385",NA
"1478","mdsds","0.9","250","170","0.148370880843685","4"
"1479","soap","0.9","250","170","0.174776272072879",NA
"1480","wr","0.9","250","170","0.19503132927722",NA
"1481","tprs","0.9","250","171","0.207708314464004",NA
"1482","mdsds","0.9","250","171","0.13957603769707","3"
"1483","soap","0.9","250","171","0.122836638094102",NA
"1484","wr","0.9","250","171","0.137376524499532",NA
"1485","tprs","0.9","250","172","0.223389444208665",NA
"1486","mdsds","0.9","250","172","0.173318003487859","5"
"1487","soap","0.9","250","172","26.7170010712456",NA
"1488","wr","0.9","250","172","0.189017613196616",NA
"1489","tprs","0.9","250","173","0.276118215019396",NA
"1490","mdsds","0.9","250","173","0.151359765024893","6"
"1491","soap","0.9","250","173","0.165873429528209",NA
"1492","wr","0.9","250","173","0.158085693338634",NA
"1493","tprs","0.9","250","174","0.201530150877005",NA
"1494","mdsds","0.9","250","174","0.131989836936746","4"
"1495","soap","0.9","250","174","0.132426652274538",NA
"1496","wr","0.9","250","174","0.138919943884192",NA
"1497","tprs","0.9","250","175","0.188814499721415",NA
"1498","mdsds","0.9","250","175","0.123921001124126","5"
"1499","soap","0.9","250","175","0.150367208695544",NA
"1500","wr","0.9","250","175","0.115441481821747",NA
"1501","tprs","0.9","250","176","0.224755906755079",NA
"1502","mdsds","0.9","250","176","0.165873228065139","9"
"1503","soap","0.9","250","176","0.209632842489023",NA
"1504","wr","0.9","250","176","0.136086448887721",NA
"1505","tprs","0.9","250","177","0.185239432137646",NA
"1506","mdsds","0.9","250","177","0.12895781318664","3"
"1507","soap","0.9","250","177","0.150415143970734",NA
"1508","wr","0.9","250","177","0.193888588485293",NA
"1509","tprs","0.9","250","178","0.179958403634544",NA
"1510","mdsds","0.9","250","178","0.0921791754248449","4"
"1511","soap","0.9","250","178","0.0995210584446192",NA
"1512","wr","0.9","250","178","0.127631404053368",NA
"1513","tprs","0.9","250","179","0.192075279508886",NA
"1514","mdsds","0.9","250","179","0.0908648589663978","4"
"1515","soap","0.9","250","179","0.0987081647118418",NA
"1516","wr","0.9","250","179","0.085755342950028",NA
"1517","tprs","0.9","250","180","0.191439928071392",NA
"1518","mdsds","0.9","250","180","0.104450591503976","5"
"1519","soap","0.9","250","180","0.167097853969091",NA
"1520","wr","0.9","250","180","0.12255633721677",NA
"1521","tprs","0.9","250","181","0.195441765297318",NA
"1522","mdsds","0.9","250","181","0.149164249362331","3"
"1523","soap","0.9","250","181","0.127893232633258",NA
"1524","wr","0.9","250","181","0.124996144092295",NA
"1525","tprs","0.9","250","182","0.159052921496557",NA
"1526","mdsds","0.9","250","182","0.104296141129449","4"
"1527","soap","0.9","250","182","0.11333264299754",NA
"1528","wr","0.9","250","182","0.121348026939906",NA
"1529","tprs","0.9","250","183","0.23208528005955",NA
"1530","mdsds","0.9","250","183","4.06167236755207","13"
"1531","soap","0.9","250","183","0.242330097099252",NA
"1532","wr","0.9","250","183","0.194001996702625",NA
"1533","tprs","0.9","250","184","0.162631302525959",NA
"1534","mdsds","0.9","250","184","0.1321507484162","6"
"1535","soap","0.9","250","184","0.135224041319224",NA
"1536","wr","0.9","250","184","0.111480410210054",NA
"1537","tprs","0.9","250","185","0.23586321693202",NA
"1538","mdsds","0.9","250","185","0.183348443539445","3"
"1539","soap","0.9","250","185","0.12683160801584",NA
"1540","wr","0.9","250","185","0.192629071406376",NA
"1541","tprs","0.9","250","186","0.167001974094378",NA
"1542","mdsds","0.9","250","186","0.128402114510161","7"
"1543","soap","0.9","250","186","0.118387658731061",NA
"1544","wr","0.9","250","186","0.138643978064681",NA
"1545","tprs","0.9","250","187","0.222835749460526",NA
"1546","mdsds","0.9","250","187","0.161128464787206","8"
"1547","soap","0.9","250","187","0.145595672294443",NA
"1548","wr","0.9","250","187","0.132298034122073",NA
"1549","tprs","0.9","250","188","0.193420351821699",NA
"1550","mdsds","0.9","250","188","0.111742591952749","5"
"1551","soap","0.9","250","188","0.120179584587153",NA
"1552","wr","0.9","250","188","0.092054095129347",NA
"1553","tprs","0.9","250","189","0.220872398635982",NA
"1554","mdsds","0.9","250","189","0.188465085488748","8"
"1555","soap","0.9","250","189","0.191589962093859",NA
"1556","wr","0.9","250","189","0.153364613632225",NA
"1557","tprs","0.9","250","190","0.152270065803662",NA
"1558","mdsds","0.9","250","190","0.119238540925946","4"
"1559","soap","0.9","250","190","0.110492837231274",NA
"1560","wr","0.9","250","190","0.128837534871116",NA
"1561","tprs","0.9","250","191","0.210494624320765",NA
"1562","mdsds","0.9","250","191","0.126289642977879","4"
"1563","soap","0.9","250","191","0.198364849698393",NA
"1564","wr","0.9","250","191","0.122358433584309",NA
"1565","tprs","0.9","250","192","0.23260772865096",NA
"1566","mdsds","0.9","250","192","0.11289882977325","4"
"1567","soap","0.9","250","192","0.959670741262695",NA
"1568","wr","0.9","250","192","0.137955274864783",NA
"1569","tprs","0.9","250","193","0.150970767634646",NA
"1570","mdsds","0.9","250","193","0.100306389670875","4"
"1571","soap","0.9","250","193","0.12153989325366",NA
"1572","wr","0.9","250","193","0.12811051023409",NA
"1573","tprs","0.9","250","194","0.235958948676681",NA
"1574","mdsds","0.9","250","194","0.122839429885326","4"
"1575","soap","0.9","250","194","0.130720508236225",NA
"1576","wr","0.9","250","194","0.134375273810762",NA
"1577","tprs","0.9","250","195","0.160339428394454",NA
"1578","mdsds","0.9","250","195","0.110858561229354","4"
"1579","soap","0.9","250","195","0.131349746133922",NA
"1580","wr","0.9","250","195","0.113884229344869",NA
"1581","tprs","0.9","250","196","0.180583001514174",NA
"1582","mdsds","0.9","250","196","0.132303964993762","4"
"1583","soap","0.9","250","196","0.172960562817618",NA
"1584","wr","0.9","250","196","0.122115976305953",NA
"1585","tprs","0.9","250","197","0.16944806721471",NA
"1586","mdsds","0.9","250","197","0.166938817872482","2"
"1587","soap","0.9","250","197","0.110498484439183",NA
"1588","wr","0.9","250","197","0.10588212424265",NA
"1589","tprs","0.9","250","198","0.235071672677104",NA
"1590","mdsds","0.9","250","198","0.176489066604707","3"
"1591","soap","0.9","250","198","0.177305198634443",NA
"1592","wr","0.9","250","198","0.15480294284223",NA
"1593","tprs","0.9","250","199","0.214971363793062",NA
"1594","mdsds","0.9","250","199","0.145963133592609","4"
"1595","soap","0.9","250","199","0.178980168059749",NA
"1596","wr","0.9","250","199","0.147424359223919",NA
"1597","tprs","0.9","250","200","0.260237042100188",NA
"1598","mdsds","0.9","250","200","0.142683766264992","4"
"1599","soap","0.9","250","200","0.171471420227857",NA
"1600","wr","0.9","250","200","0.167533705724588",NA
"1601","tprs","1.55","250","1","0.327983689509087",NA
"1602","mdsds","1.55","250","1","0.184751400562297","5"
"1603","soap","1.55","250","1","0.199883549774953",NA
"1604","wr","1.55","250","1","0.205872451459207",NA
"1605","tprs","1.55","250","2","0.413628424887518",NA
"1606","mdsds","1.55","250","2","0.287333608803051","5"
"1607","soap","1.55","250","2","0.336022508140108",NA
"1608","wr","1.55","250","2","0.296526930846837",NA
"1609","tprs","1.55","250","3","0.372711828832264",NA
"1610","mdsds","1.55","250","3","0.227298637011307","3"
"1611","soap","1.55","250","3","0.278990480190779",NA
"1612","wr","1.55","250","3","0.247538623023599",NA
"1613","tprs","1.55","250","4","0.280655121345038",NA
"1614","mdsds","1.55","250","4","0.195494237793103","7"
"1615","soap","1.55","250","4","0.145760976298796",NA
"1616","wr","1.55","250","4","0.147854373341953",NA
"1617","tprs","1.55","250","5","0.331016738124054",NA
"1618","mdsds","1.55","250","5","0.182828791474665","3"
"1619","soap","1.55","250","5","0.186978628023795",NA
"1620","wr","1.55","250","5","0.169714314134195",NA
"1621","tprs","1.55","250","6","0.327721333134215",NA
"1622","mdsds","1.55","250","6","0.21039002171873","5"
"1623","soap","1.55","250","6","0.234409024284691",NA
"1624","wr","1.55","250","6","0.218089295178442",NA
"1625","tprs","1.55","250","7","0.30533475186074",NA
"1626","mdsds","1.55","250","7","0.186547295135381","3"
"1627","soap","1.55","250","7","0.230270563806339",NA
"1628","wr","1.55","250","7","0.156530765513616",NA
"1629","tprs","1.55","250","8","0.503841082324124",NA
"1630","mdsds","1.55","250","8","0.326575953605313","2"
"1631","soap","1.55","250","8","0.304102252159239",NA
"1632","wr","1.55","250","8","0.325420048714292",NA
"1633","tprs","1.55","250","9","0.302980112575539",NA
"1634","mdsds","1.55","250","9","0.117973048371295","5"
"1635","soap","1.55","250","9","0.138776003400179",NA
"1636","wr","1.55","250","9","0.139052144757176",NA
"1637","tprs","1.55","250","10","0.507313554484318",NA
"1638","mdsds","1.55","250","10","0.202271507017967","4"
"1639","soap","1.55","250","10","0.268460129532133",NA
"1640","wr","1.55","250","10","0.22094815713033",NA
"1641","tprs","1.55","250","11","0.45432594366851",NA
"1642","mdsds","1.55","250","11","0.254272130469213","2"
"1643","soap","1.55","250","11","0.415201389708329",NA
"1644","wr","1.55","250","11","0.192270824953462",NA
"1645","tprs","1.55","250","12","0.342366824288739",NA
"1646","mdsds","1.55","250","12","0.227632287687353","3"
"1647","soap","1.55","250","12","0.197087711990648",NA
"1648","wr","1.55","250","12","0.204047589879662",NA
"1649","tprs","1.55","250","13","0.332772686395371",NA
"1650","mdsds","1.55","250","13","0.181203323305","3"
"1651","soap","1.55","250","13","0.281636645406616",NA
"1652","wr","1.55","250","13","0.18189774143217",NA
"1653","tprs","1.55","250","14","0.372183591396339",NA
"1654","mdsds","1.55","250","14","0.196411816281198","3"
"1655","soap","1.55","250","14","0.246611049736172",NA
"1656","wr","1.55","250","14","0.192967611977576",NA
"1657","tprs","1.55","250","15","0.474721538169996",NA
"1658","mdsds","1.55","250","15","0.289138954721807","3"
"1659","soap","1.55","250","15","0.38182515843108",NA
"1660","wr","1.55","250","15","0.259205392483106",NA
"1661","tprs","1.55","250","16","0.362889318077491",NA
"1662","mdsds","1.55","250","16","0.22214531310243","3"
"1663","soap","1.55","250","16","0.230249622415067",NA
"1664","wr","1.55","250","16","0.197974272594782",NA
"1665","tprs","1.55","250","17","0.247321978478019",NA
"1666","mdsds","1.55","250","17","0.126046774542936","6"
"1667","soap","1.55","250","17","0.274739674408542",NA
"1668","wr","1.55","250","17","0.137174480035547",NA
"1669","tprs","1.55","250","18","0.331200300780467",NA
"1670","mdsds","1.55","250","18","0.25256109732304","7"
"1671","soap","1.55","250","18","0.213657849792974",NA
"1672","wr","1.55","250","18","0.235844361686611",NA
"1673","tprs","1.55","250","19","0.28633890167336",NA
"1674","mdsds","1.55","250","19","0.264360282602827","3"
"1675","soap","1.55","250","19","0.162716484154334",NA
"1676","wr","1.55","250","19","0.175818060158357",NA
"1677","tprs","1.55","250","20","0.387302475867918",NA
"1678","mdsds","1.55","250","20","0.268430816268307","4"
"1679","soap","1.55","250","20","0.250920307657882",NA
"1680","wr","1.55","250","20","0.277839172899512",NA
"1681","tprs","1.55","250","21","0.298982679638895",NA
"1682","mdsds","1.55","250","21","0.248339681015024","5"
"1683","soap","1.55","250","21","0.171816971886263",NA
"1684","wr","1.55","250","21","0.22947444347436",NA
"1685","tprs","1.55","250","22","0.352996612195797",NA
"1686","mdsds","1.55","250","22","0.276489065322838","3"
"1687","soap","1.55","250","22","0.270176832759588",NA
"1688","wr","1.55","250","22","0.221216675088525",NA
"1689","tprs","1.55","250","23","0.51807470940102",NA
"1690","mdsds","1.55","250","23","0.287478081721004","4"
"1691","soap","1.55","250","23","0.343890933065394",NA
"1692","wr","1.55","250","23","0.288211368608376",NA
"1693","tprs","1.55","250","24","0.369005924004857",NA
"1694","mdsds","1.55","250","24","0.306120932585532","2"
"1695","soap","1.55","250","24","0.304442373407677",NA
"1696","wr","1.55","250","24","0.23653380485213",NA
"1697","tprs","1.55","250","25","0.444158903048315",NA
"1698","mdsds","1.55","250","25","0.248933473060609","3"
"1699","soap","1.55","250","25","0.21168525651595",NA
"1700","wr","1.55","250","25","0.272730136249989",NA
"1701","tprs","1.55","250","26","0.446825734164299",NA
"1702","mdsds","1.55","250","26","0.310956215215824","2"
"1703","soap","1.55","250","26","0.264993341862021",NA
"1704","wr","1.55","250","26","0.287825027500147",NA
"1705","tprs","1.55","250","27","0.480323900832095",NA
"1706","mdsds","1.55","250","27","0.339077076276193","4"
"1707","soap","1.55","250","27","0.364040580987655",NA
"1708","wr","1.55","250","27","0.362156148696979",NA
"1709","tprs","1.55","250","28","0.421836024195255",NA
"1710","mdsds","1.55","250","28","0.274442550167426","2"
"1711","soap","1.55","250","28","0.243186703246738",NA
"1712","wr","1.55","250","28","0.288857066462888",NA
"1713","tprs","1.55","250","29","0.38030524733082",NA
"1714","mdsds","1.55","250","29","0.237407708450427","2"
"1715","soap","1.55","250","29","0.173236980190455",NA
"1716","wr","1.55","250","29","0.213001011053316",NA
"1717","tprs","1.55","250","30","0.48189786138185",NA
"1718","mdsds","1.55","250","30","0.274491950953657","3"
"1719","soap","1.55","250","30","0.322577618817355",NA
"1720","wr","1.55","250","30","0.292831780654155",NA
"1721","tprs","1.55","250","31","0.304987557305637",NA
"1722","mdsds","1.55","250","31","0.130583199608058","5"
"1723","soap","1.55","250","31","0.207332710550165",NA
"1724","wr","1.55","250","31","0.128905248604254",NA
"1725","tprs","1.55","250","32","0.396464125523902",NA
"1726","mdsds","1.55","250","32","0.304856421444316","2"
"1727","soap","1.55","250","32","0.378188901932267",NA
"1728","wr","1.55","250","32","0.288239400389747",NA
"1729","tprs","1.55","250","33","0.301842914188411",NA
"1730","mdsds","1.55","250","33","0.178454633059112","3"
"1731","soap","1.55","250","33","0.209966212239386",NA
"1732","wr","1.55","250","33","0.165148558858001",NA
"1733","tprs","1.55","250","34","0.399843584732329",NA
"1734","mdsds","1.55","250","34","0.242415590696353","4"
"1735","soap","1.55","250","34","0.174149144325896",NA
"1736","wr","1.55","250","34","0.30070900381333",NA
"1737","tprs","1.55","250","35","0.320771370067463",NA
"1738","mdsds","1.55","250","35","0.151028145777277","5"
"1739","soap","1.55","250","35","0.146657274665228",NA
"1740","wr","1.55","250","35","0.149048962701993",NA
"1741","tprs","1.55","250","36","0.25884399609371",NA
"1742","mdsds","1.55","250","36","0.170646966591276","3"
"1743","soap","1.55","250","36","0.189689783830621",NA
"1744","wr","1.55","250","36","0.147165488180748",NA
"1745","tprs","1.55","250","37","0.277892040375784",NA
"1746","mdsds","1.55","250","37","16.7915582879464","13"
"1747","soap","1.55","250","37","0.170554024112648",NA
"1748","wr","1.55","250","37","0.200650055953861",NA
"1749","tprs","1.55","250","38","0.314892183777026",NA
"1750","mdsds","1.55","250","38","0.193848773296794","3"
"1751","soap","1.55","250","38","0.1644174450007",NA
"1752","wr","1.55","250","38","0.159582794476271",NA
"1753","tprs","1.55","250","39","0.321638635171005",NA
"1754","mdsds","1.55","250","39","0.185525170295864","5"
"1755","soap","1.55","250","39","0.287263844024447",NA
"1756","wr","1.55","250","39","0.212758693936296",NA
"1757","tprs","1.55","250","40","0.280873748245445",NA
"1758","mdsds","1.55","250","40","0.326602801376294","2"
"1759","soap","1.55","250","40","0.177546158453592",NA
"1760","wr","1.55","250","40","0.150755357465372",NA
"1761","tprs","1.55","250","41","0.450206967702295",NA
"1762","mdsds","1.55","250","41","0.368410132847886","4"
"1763","soap","1.55","250","41","0.374580433090174",NA
"1764","wr","1.55","250","41","0.369079740378353",NA
"1765","tprs","1.55","250","42","0.355991997459623",NA
"1766","mdsds","1.55","250","42","0.322785100933372","5"
"1767","soap","1.55","250","42","0.284583232637314",NA
"1768","wr","1.55","250","42","0.393169136697636",NA
"1769","tprs","1.55","250","43","0.36711052850776",NA
"1770","mdsds","1.55","250","43","0.219919149119862","7"
"1771","soap","1.55","250","43","0.20843212652608",NA
"1772","wr","1.55","250","43","0.215978762536222",NA
"1773","tprs","1.55","250","44","0.333788785120674",NA
"1774","mdsds","1.55","250","44","0.175279084266262","3"
"1775","soap","1.55","250","44","0.209872640017057",NA
