"x","y","z","inside"
-3.25,-3,-1.81704015439175e-35,FALSE
-3.18434343434343,-3,-0.00148203038162282,FALSE
-3.11868686868687,-3,-0.00296406076324565,FALSE
-3.0530303030303,-3,-0.00444609114486847,FALSE
-2.98737373737374,-3,-0.00592812152649129,FALSE
-2.92171717171717,-3,-0.00741015190811412,FALSE
-2.85606060606061,-3,-0.00889218228973694,FALSE
-2.79040404040404,-3,-0.0103742126713598,FALSE
-2.72474747474747,-3,-0.0118562430529826,FALSE
-2.65909090909091,-3,-0.0133382734346054,FALSE
-2.59343434343434,-3,-0.0148203038162282,FALSE
-2.52777777777778,-3,-0.0163023341978511,FALSE
-2.46212121212121,-3,-0.0177843645794749,FALSE
-2.39646464646465,-3,-0.0192663949611136,FALSE
-2.33080808080808,-3,-0.020748425342964,FALSE
-2.26515151515152,-3,-0.02223045572739,FALSE
-2.19949494949495,-3,-0.0237124861387137,FALSE
-2.13383838383838,-3,-0.0251945167909453,FALSE
-2.06818181818182,-3,-0.0266765492918262,FALSE
-2.00252525252525,-3,-0.028158593931488,FALSE
-1.93686868686869,-3,-0.0296407066663892,FALSE
-1.87121212121212,-3,-0.0311231450858617,FALSE
-1.80555555555556,-3,-0.0326069081614228,FALSE
-1.73989898989899,-3,-0.0340952384931192,FALSE
-1.67424242424242,-3,-0.0355968682370675,FALSE
-1.60858585858586,-3,-0.0371310822534985,FALSE
-1.54292929292929,-3,-0.038732356280595,FALSE
-1.47727272727273,-3,-0.000435562779054548,FALSE
-1.41161616161616,-3,0.00181910880000461,FALSE
-1.3459595959596,-3,0.00381528432009119,FALSE
-1.28030303030303,-3,0.0054060084494713,FALSE
-1.21464646464646,-3,0.00630037521226531,FALSE
-1.1489898989899,-3,0.00604609358733597,FALSE
-1.08333333333333,-3,0.0042168584951626,FALSE
-1.01767676767677,-3,0.00083634252201659,FALSE
-0.952020202020202,-3,-0.00321201385554718,FALSE
-0.886363636363636,-3,-0.00623962732250979,FALSE
