"","V1","V2","V3","V4"
"674","0.9","137","mse","183.005727294548"
"675","0.9","138","edf","21.7637508514957"
"676","0.9","138","mse","159.660856448116"
"677","0.9","139","edf","33.2706007101493"
"678","0.9","139","mse","141.153717253498"
"679","0.9","140","edf","58.4793087031367"
"680","0.9","140","mse","247.118303562656"
"681","0.9","141","edf","22.2305814229953"
"682","0.9","141","mse","242.673613858958"
"683","0.9","142","edf","27.6895124495337"
"684","0.9","142","mse","166.526499393061"
"685","0.9","143","edf","27.3079207113473"
"686","0.9","143","mse","120.591453399788"
"687","0.9","144","edf","28.0979539528812"
"688","0.9","144","mse","119.669989381191"
"689","0.9","145","edf","27.9381710959041"
"690","0.9","145","mse","203.468975790836"
"691","0.9","146","edf","23.7299085237355"
"692","0.9","146","mse","139.210762164153"
"693","0.9","147","edf","22.1791826923458"
"694","0.9","147","mse","160.882276989009"
"695","0.9","148","edf","30.3782142873152"
"696","0.9","148","mse","135.171410422825"
"697","0.9","149","edf","17.357711339429"
"698","0.9","149","mse","257.193497655561"
"699","0.9","150","edf","23.5425353315807"
"700","0.9","150","mse","159.4813939275"
"701","0.9","151","edf","38.4691650966499"
"702","0.9","151","mse","173.243059267882"
"703","0.9","152","edf","29.4041288055151"
"704","0.9","152","mse","167.108450908199"
"705","0.9","153","edf","27.0070412077084"
"706","0.9","153","mse","175.798251488421"
"707","0.9","154","edf","34.2729492963691"
"708","0.9","154","mse","133.583689844549"
"709","0.9","155","edf","32.0563442620385"
"710","0.9","155","mse","165.080083190667"
"711","0.9","156","edf","24.4347699479044"
"712","0.9","156","mse","168.714780113789"
"713","0.9","157","edf","30.8321976788741"
"714","0.9","157","mse","117.272102373122"
"715","0.9","158","edf","43.2465014569292"
"716","0.9","158","mse","201.870033496207"
"717","0.9","159","edf","41.5889774839499"
"718","0.9","159","mse","396.82522361271"
"719","0.9","160","edf","26.3346866572602"
"720","0.9","160","mse","137.931212351759"
"721","0.9","161","edf","23.2791427212715"
"722","0.9","161","mse","175.147092873377"
"723","0.9","162","edf","36.7948484851722"
"724","0.9","162","mse","183.114322883294"
"725","0.9","163","edf","24.6378169267367"
"726","0.9","163","mse","199.740285380507"
"727","0.9","164","edf","28.3697459749681"
"728","0.9","164","mse","117.784309507033"
"729","0.9","165","edf","27.3283630743675"
"730","0.9","165","mse","186.973875704118"
"731","0.9","166","edf","27.4699317205524"
"732","0.9","166","mse","112.883198118891"
"733","0.9","167","edf","23.5009400795224"
"734","0.9","167","mse","145.66838582322"
"735","0.9","168","edf","36.0337133100289"
"736","0.9","168","mse","156.553677492204"
"737","0.9","169","edf","35.7950929350808"
"738","0.9","169","mse","154.69670792136"
"739","0.9","170","edf","26.545780233425"
"740","0.9","170","mse","142.816066043171"
"741","0.9","171","edf","20.7696510298299"
"742","0.9","171","mse","150.372560876896"
"743","0.9","172","edf","35.1998219991814"
"744","0.9","172","mse","111.559455078507"
"745","0.9","173","edf","30.8868980469366"
"746","0.9","173","mse","139.708058309794"
"747","0.9","174","edf","49.2440025033642"
"748","0.9","174","mse","226.32372120355"
"749","0.9","175","edf","30.7795888098299"
"750","0.9","175","mse","192.991982433168"
"751","0.9","176","edf","24.8763409535054"
"752","0.9","176","mse","161.511938238083"
"753","0.9","177","edf","31.6894346556819"
"754","0.9","177","mse","197.372786803876"
"755","0.9","178","edf","26.7507327385924"
"756","0.9","178","mse","126.677994857479"
"757","0.9","179","edf","23.7050970989317"
"758","0.9","179","mse","121.469825365506"
"759","0.9","180","edf","39.0976827265227"
"760","0.9","180","mse","141.326339591782"
"761","0.9","181","edf","29.0113576368549"
"762","0.9","181","mse","168.100820344612"
"763","0.9","182","edf","27.0088092049074"
"764","0.9","182","mse","224.910610762699"
"765","0.9","183","edf","26.6248458025013"
"766","0.9","183","mse","128.466357082753"
"767","0.9","184","edf","31.9511838860461"
"768","0.9","184","mse","131.482914654898"
"769","0.9","185","edf","36.624447237323"
"770","0.9","185","mse","162.420078971069"
"771","0.9","186","edf","24.5948954183463"
"772","0.9","186","mse","143.803513651754"
"773","0.9","187","edf","24.3334352333832"
"774","0.9","187","mse","137.486158730539"
"775","0.9","188","edf","25.5837077880757"
"776","0.9","188","mse","165.412953661792"
"777","0.9","189","edf","51.2320082366885"
"778","0.9","189","mse","201.560086644681"
"779","0.9","190","edf","27.6869059898447"
"780","0.9","190","mse","203.390967521655"
"781","0.9","191","edf","34.8447885259531"
"782","0.9","191","mse","233.602195182753"
"783","0.9","192","edf","55.8299269620971"
"784","0.9","192","mse","270.497291388619"
"785","0.9","193","edf","21.1670719311855"
"786","0.9","193","mse","163.747951930835"
"787","0.9","194","edf","24.8073170130608"
"788","0.9","194","mse","158.662124597621"
"789","0.9","195","edf","34.3603342822412"
"790","0.9","195","mse","167.202864946884"
"791","0.9","196","edf","36.6894757765978"
"792","0.9","196","mse","154.91722855743"
"793","0.9","197","edf","35.4749426779179"
"794","0.9","197","mse","169.4114379427"
"795","0.9","198","edf","20.3723377265146"
"796","0.9","198","mse","197.198665201676"
"797","0.9","199","edf","28.2342024457984"
"798","0.9","199","mse","160.092950629706"
"799","0.9","200","edf","22.4851702126698"
"800","0.9","200","mse","166.510637264246"
"801","1.55","1","edf","25.2748696723018"
"802","1.55","1","mse","313.646820277012"
"803","1.55","2","edf","19.3226255219152"
"804","1.55","2","mse","475.360394107911"
"805","1.55","3","edf","15.264865906068"
"806","1.55","3","mse","265.815837323775"
"807","1.55","4","edf","20.2176462771614"
"808","1.55","4","mse","350.176413573456"
"809","1.55","5","edf","19.6995842600318"
"810","1.55","5","mse","317.304208567643"
"811","1.55","6","edf","14.1000113228763"
"812","1.55","6","mse","424.254181095582"
"813","1.55","7","edf","19.0257335711579"
"814","1.55","7","mse","400.941055541014"
"815","1.55","8","edf","12.6556686656474"
"816","1.55","8","mse","459.95570429413"
"817","1.55","9","edf","16.486283786919"
"818","1.55","9","mse","288.289761682313"
"819","1.55","10","edf","14.4897866733767"
"820","1.55","10","mse","271.151480781762"
"821","1.55","11","edf","24.601383190147"
"822","1.55","11","mse","286.304780317309"
"823","1.55","12","edf","31.7919514436286"
"824","1.55","12","mse","238.701486856133"
"825","1.55","13","edf","16.5979770802452"
"826","1.55","13","mse","322.705869392145"
"827","1.55","14","edf","15.2162461024769"
"828","1.55","14","mse","255.859067708387"
"829","1.55","15","edf","15.931421887308"
"830","1.55","15","mse","257.073709497692"
"831","1.55","16","edf","19.81348150192"
"832","1.55","16","mse","334.169501002273"
"833","1.55","17","edf","24.6851804279617"
"834","1.55","17","mse","332.208710182519"
"835","1.55","18","edf","20.4963268131244"
"836","1.55","18","mse","182.238124867398"
"837","1.55","19","edf","23.7695271398628"
"838","1.55","19","mse","311.192086846264"
"839","1.55","20","edf","16.2526164312939"
"840","1.55","20","mse","351.198721181993"
"841","1.55","21","edf","17.0980049807644"
"842","1.55","21","mse","282.303048554822"
"843","1.55","22","edf","24.0768516150327"
"844","1.55","22","mse","319.556677879947"
"845","1.55","23","edf","19.993899630586"
"846","1.55","23","mse","401.472077585318"
"847","1.55","24","edf","28.5579275152091"
"848","1.55","24","mse","282.285382717431"
"849","1.55","25","edf","16.5835947788362"
"850","1.55","25","mse","344.923746243828"
"851","1.55","26","edf","19.2524934897553"
"852","1.55","26","mse","196.88521245136"
"853","1.55","27","edf","17.8047739051396"
"854","1.55","27","mse","278.458946056088"
"855","1.55","28","edf","10.8457633483663"
"856","1.55","28","mse","355.700858867197"
"857","1.55","29","edf","26.5038415541406"
"858","1.55","29","mse","316.911609012213"
"859","1.55","30","edf","15.7205754145531"
"860","1.55","30","mse","229.811515367702"
"861","1.55","31","edf","17.846688102552"
"862","1.55","31","mse","281.194015627683"
"863","1.55","32","edf","27.8802556423447"
"864","1.55","32","mse","530.544469495503"
"865","1.55","33","edf","47.5035691216102"
"866","1.55","33","mse","452.255588024302"
"867","1.55","34","edf","13.4827645087149"
"868","1.55","34","mse","375.869002244032"
"869","1.55","35","edf","10.6386197960032"
"870","1.55","35","mse","355.803928070717"
"871","1.55","36","edf","8.28837242679426"
"872","1.55","36","mse","406.828175401665"
"873","1.55","37","edf","23.9564019844725"
"874","1.55","37","mse","358.41788685942"
"875","1.55","38","edf","21.934066069117"
"876","1.55","38","mse","292.9670827497"
"877","1.55","39","edf","19.1147620780122"
"878","1.55","39","mse","238.414892491847"
"879","1.55","40","edf","18.8060006409506"
"880","1.55","40","mse","223.049984522574"
"881","1.55","41","edf","21.3194350453484"
"882","1.55","41","mse","336.811765856527"
"883","1.55","42","edf","13.4958554743651"
"884","1.55","42","mse","366.367499026"
"885","1.55","43","edf","22.1427254306567"
"886","1.55","43","mse","397.863434653018"
"887","1.55","44","edf","19.8939943242512"
"888","1.55","44","mse","266.67519372039"
"889","1.55","45","edf","10.539198720925"
"890","1.55","45","mse","434.945165043776"
"891","1.55","46","edf","15.095067874394"
"892","1.55","46","mse","299.777109163856"
"893","1.55","47","edf","19.1427172421931"
"894","1.55","47","mse","228.564180119964"
"895","1.55","48","edf","26.894642938058"
"896","1.55","48","mse","288.793975766955"
"897","1.55","49","edf","16.2443276135426"
"898","1.55","49","mse","199.539579245952"
"899","1.55","50","edf","19.1678424882572"
"900","1.55","50","mse","413.900585000092"
"901","1.55","51","edf","16.4724818855659"
"902","1.55","51","mse","354.722566059732"
"903","1.55","52","edf","23.307217128249"
"904","1.55","52","mse","363.062306988235"
"905","1.55","53","edf","18.7973359038639"
"906","1.55","53","mse","308.646509850893"
"907","1.55","54","edf","17.6309031119061"
"908","1.55","54","mse","282.821934465378"
"909","1.55","55","edf","17.1331003182567"
"910","1.55","55","mse","168.558069059475"
"911","1.55","56","edf","45.5498201932345"
"912","1.55","56","mse","497.408925973799"
"913","1.55","57","edf","34.2341501115691"
"914","1.55","57","mse","452.64218495885"
"915","1.55","58","edf","18.4086305484556"
"916","1.55","58","mse","156.456986476447"
"917","1.55","59","edf","16.3679848941374"
"918","1.55","59","mse","219.116359128581"
"919","1.55","60","edf","17.4166446406156"
"920","1.55","60","mse","279.60249944117"
"921","1.55","61","edf","21.2833008004294"
"922","1.55","61","mse","336.787895950196"
"923","1.55","62","edf","24.6215227033129"
"924","1.55","62","mse","424.027282857083"
"925","1.55","63","edf","15.0656301231766"
"926","1.55","63","mse","236.021351490142"
"927","1.55","64","edf","13.3038194875919"
"928","1.55","64","mse","387.881276162766"
"929","1.55","65","edf","17.4762147264299"
"930","1.55","65","mse","247.541608247065"
"931","1.55","66","edf","17.8020474835888"
"932","1.55","66","mse","213.977478918873"
"933","1.55","67","edf","25.1413618159764"
"934","1.55","67","mse","250.717216990144"
"935","1.55","68","edf","12.2928633771137"
"936","1.55","68","mse","377.328494277974"
"937","1.55","69","edf","24.5990694341566"
"938","1.55","69","mse","373.185956817529"
"939","1.55","70","edf","17.18880468898"
"940","1.55","70","mse","258.576727740237"
"941","1.55","71","edf","18.1468551301942"
"942","1.55","71","mse","375.021585489104"
"943","1.55","72","edf","55.3903220994385"
"944","1.55","72","mse","669.059595086374"
"945","1.55","73","edf","20.1976725697996"
"946","1.55","73","mse","195.933611344513"
"947","1.55","74","edf","25.1683204976803"
"948","1.55","74","mse","297.06377631757"
"949","1.55","75","edf","24.1950606387174"
"950","1.55","75","mse","243.702238046241"
"951","1.55","76","edf","16.8146704742083"
"952","1.55","76","mse","444.433894183625"
"953","1.55","77","edf","16.4996479516661"
"954","1.55","77","mse","218.481373781188"
"955","1.55","78","edf","14.5232456246331"
"956","1.55","78","mse","372.033480292831"
"957","1.55","79","edf","23.2546719409505"
"958","1.55","79","mse","472.086752854819"
"959","1.55","80","edf","15.6101831915149"
"960","1.55","80","mse","286.297956211938"
"961","1.55","81","edf","15.1656492963336"
"962","1.55","81","mse","313.536074230745"
"963","1.55","82","edf","20.667928550072"
"964","1.55","82","mse","291.476082793266"
"965","1.55","83","edf","44.6963446722728"
"966","1.55","83","mse","550.451264067886"
"967","1.55","84","edf","15.7543296124846"
"968","1.55","84","mse","213.223020824224"
"969","1.55","85","edf","18.6170274761346"
"970","1.55","85","mse","266.83325957358"
"971","1.55","86","edf","17.073740641258"
"972","1.55","86","mse","290.985109697742"
"973","1.55","87","edf","22.3958833103162"
"974","1.55","87","mse","340.21077834814"
"975","1.55","88","edf","20.5889810325145"
"976","1.55","88","mse","411.263857074737"
"977","1.55","89","edf","15.0710685381264"
"978","1.55","89","mse","245.027758968438"
"979","1.55","90","edf","20.7722528249596"
"980","1.55","90","mse","291.029644710284"
"981","1.55","91","edf","12.063856462167"
"982","1.55","91","mse","319.00045808561"
"983","1.55","92","edf","26.2040229949522"
"984","1.55","92","mse","249.251951056631"
"985","1.55","93","edf","8.521742336571"
"986","1.55","93","mse","418.948256186148"
"987","1.55","94","edf","25.0615426882554"
"988","1.55","94","mse","170.513736878211"
"989","1.55","95","edf","12.4253183201861"
"990","1.55","95","mse","356.325071521247"
"991","1.55","96","edf","20.5574494747065"
"992","1.55","96","mse","211.895286544199"
"993","1.55","97","edf","24.0879975790457"
"994","1.55","97","mse","261.468107509203"
"995","1.55","98","edf","23.7377943306406"
"996","1.55","98","mse","341.165765915779"
"997","1.55","99","edf","16.0195177366417"
"998","1.55","99","mse","257.778795944079"
"999","1.55","100","edf","14.8183557024009"
"1000","1.55","100","mse","281.757746453119"
"1001","1.55","101","edf","22.3228959226497"
"1002","1.55","101","mse","298.393012562861"
"1003","1.55","102","edf","17.5210218687355"
"1004","1.55","102","mse","281.441362978505"
"1005","1.55","103","edf","37.6568670880404"
"1006","1.55","103","mse","772.405661474337"
"1007","1.55","104","edf","34.3797267291696"
"1008","1.55","104","mse","684.406931180102"
"1009","1.55","105","edf","18.3907194241498"
"1010","1.55","105","mse","315.938432318453"
"1011","1.55","106","edf","17.2078853944519"
"1012","1.55","106","mse","182.978583785069"
"1013","1.55","107","edf","13.787023709028"
"1014","1.55","107","mse","258.198938981787"
"1015","1.55","108","edf","18.1004763088447"
"1016","1.55","108","mse","354.098723694468"
"1017","1.55","109","edf","20.1800722062774"
"1018","1.55","109","mse","247.830109466767"
"1019","1.55","110","edf","24.3687670851773"
"1020","1.55","110","mse","196.442969929984"
"1021","1.55","111","edf","30.7011991008843"
"1022","1.55","111","mse","234.635530585341"
"1023","1.55","112","edf","17.8948341460073"
"1024","1.55","112","mse","249.109751766928"
"1025","1.55","113","edf","19.1967598498252"
"1026","1.55","113","mse","268.071925370307"
"1027","1.55","114","edf","38.9901525092935"
"1028","1.55","114","mse","701.624059677876"
"1029","1.55","115","edf","16.8383946129682"
"1030","1.55","115","mse","349.952189649339"
"1031","1.55","116","edf","12.6800964696287"
"1032","1.55","116","mse","379.496209016786"
"1033","1.55","117","edf","14.1834762420066"
"1034","1.55","117","mse","262.365442252684"
"1035","1.55","118","edf","20.4875557289697"
"1036","1.55","118","mse","252.447367854712"
"1037","1.55","119","edf","25.2221464521113"
"1038","1.55","119","mse","357.666926211409"
"1039","1.55","120","edf","19.50348529419"
"1040","1.55","120","mse","286.267817962142"
"1041","1.55","121","edf","19.7243777044665"
"1042","1.55","121","mse","377.77652775911"
"1043","1.55","122","edf","15.2434293102734"
"1044","1.55","122","mse","230.504448953651"
"1045","1.55","123","edf","16.6668258484879"
"1046","1.55","123","mse","318.028289485245"
"1047","1.55","124","edf","16.4122940412039"
"1048","1.55","124","mse","533.401968550138"
"1049","1.55","125","edf","17.576675193189"
"1050","1.55","125","mse","311.244063905172"
"1051","1.55","126","edf","38.3921181175531"
"1052","1.55","126","mse","414.945751807039"
"1053","1.55","127","edf","15.73985291036"
"1054","1.55","127","mse","355.909614370359"
"1055","1.55","128","edf","29.4486571734558"
"1056","1.55","128","mse","326.582413078034"
"1057","1.55","129","edf","13.8085240956241"
"1058","1.55","129","mse","374.42749321908"
"1059","1.55","130","edf","15.3416889321744"
"1060","1.55","130","mse","328.996043909022"
"1061","1.55","131","edf","24.3921706225931"
"1062","1.55","131","mse","412.794351722206"
"1063","1.55","132","edf","18.4725897955622"
"1064","1.55","132","mse","187.190353008117"
"1065","1.55","133","edf","11.9514582704755"
"1066","1.55","133","mse","282.874538149436"
"1067","1.55","134","edf","28.6026502627351"
"1068","1.55","134","mse","347.8617107274"
"1069","1.55","135","edf","16.7180457063251"
"1070","1.55","135","mse","427.173010848453"
"1071","1.55","136","edf","14.5525986054169"
"1072","1.55","136","mse","340.575094539656"
"1073","1.55","137","edf","50.3089844775938"
"1074","1.55","137","mse","397.759768358245"
"1075","1.55","138","edf","16.5461691088578"
"1076","1.55","138","mse","259.25690670441"
"1077","1.55","139","edf","26.9293978944207"
"1078","1.55","139","mse","246.171714527642"
"1079","1.55","140","edf","25.4124948108982"
"1080","1.55","140","mse","339.966094352157"
"1081","1.55","141","edf","16.2471775268643"
"1082","1.55","141","mse","477.682823609357"
"1083","1.55","142","edf","17.2288980253255"
"1084","1.55","142","mse","307.090284624347"
"1085","1.55","143","edf","21.8644684413137"
"1086","1.55","143","mse","185.181057648373"
"1087","1.55","144","edf","18.3775710239898"
"1088","1.55","144","mse","178.586270651788"
"1089","1.55","145","edf","20.0865938795456"
"1090","1.55","145","mse","432.622945545784"
"1091","1.55","146","edf","15.8566796776241"
"1092","1.55","146","mse","300.371115683322"
"1093","1.55","147","edf","14.8544036924848"
"1094","1.55","147","mse","297.794753925774"
"1095","1.55","148","edf","17.8144301962507"
"1096","1.55","148","mse","283.079687143787"
"1097","1.55","149","edf","11.7708570865057"
"1098","1.55","149","mse","328.128863034495"
"1099","1.55","150","edf","13.480316429827"
"1100","1.55","150","mse","343.310347804169"
"1101","1.55","151","edf","29.5192931326237"
"1102","1.55","151","mse","383.428246058447"
"1103","1.55","152","edf","19.330248793835"
"1104","1.55","152","mse","334.309080183938"
"1105","1.55","153","edf","19.3545479378202"
"1106","1.55","153","mse","307.109768482285"
"1107","1.55","154","edf","25.37663737369"
"1108","1.55","154","mse","337.072677704779"
"1109","1.55","155","edf","21.6427139815299"
"1110","1.55","155","mse","285.688376192118"
"1111","1.55","156","edf","17.7320865372449"
"1112","1.55","156","mse","298.994126634924"
"1113","1.55","157","edf","18.8848252639499"
"1114","1.55","157","mse","204.668870312587"
"1115","1.55","158","edf","33.3680786083303"
"1116","1.55","158","mse","411.607366900928"
"1117","1.55","159","edf","36.7475113731918"
"1118","1.55","159","mse","945.240715917668"
"1119","1.55","160","edf","16.9842573939338"
"1120","1.55","160","mse","248.191308118948"
"1121","1.55","161","edf","15.2727928919048"
"1122","1.55","161","mse","341.8395443555"
"1123","1.55","162","edf","29.3398465496937"
"1124","1.55","162","mse","357.729426260726"
"1125","1.55","163","edf","15.8714911560412"
"1126","1.55","163","mse","410.80051705183"
"1127","1.55","164","edf","20.3321670134317"
"1128","1.55","164","mse","193.473786579202"
"1129","1.55","165","edf","19.8677913578259"
"1130","1.55","165","mse","579.741113690706"
"1131","1.55","166","edf","17.79112481561"
"1132","1.55","166","mse","199.641750083823"
"1133","1.55","167","edf","15.7121033230571"
"1134","1.55","167","mse","254.328235746716"
"1135","1.55","168","edf","24.3213367310372"
"1136","1.55","168","mse","283.380208103556"
"1137","1.55","169","edf","22.2670552620646"
"1138","1.55","169","mse","347.121035254981"
"1139","1.55","170","edf","21.2253385680874"
"1140","1.55","170","mse","216.213758872977"
"1141","1.55","171","edf","14.1969290963685"
"1142","1.55","171","mse","310.9709996328"
"1143","1.55","172","edf","24.8509347292243"
"1144","1.55","172","mse","212.395918015518"
"1145","1.55","173","edf","18.5193243711888"
"1146","1.55","173","mse","241.96823455567"
"1147","1.55","174","edf","43.0474407847033"
"1148","1.55","174","mse","511.759076781518"
"1149","1.55","175","edf","22.8660803832796"
"1150","1.55","175","mse","366.661625345493"
"1151","1.55","176","edf","19.776462901635"
"1152","1.55","176","mse","294.218210792663"
"1153","1.55","177","edf","24.0978820488746"
"1154","1.55","177","mse","408.343749004299"
"1155","1.55","178","edf","19.5344543652824"
"1156","1.55","178","mse","216.531748333905"
"1157","1.55","179","edf","16.5400751063876"
"1158","1.55","179","mse","203.80665531967"
"1159","1.55","180","edf","23.0758275727389"
"1160","1.55","180","mse","217.683071567181"
"1161","1.55","181","edf","22.3062751006132"
"1162","1.55","181","mse","415.45758247067"
"1163","1.55","182","edf","20.4310695022414"
"1164","1.55","182","mse","480.513157270927"
"1165","1.55","183","edf","15.0876242061606"
"1166","1.55","183","mse","251.346637735673"
"1167","1.55","184","edf","17.6816694973926"
"1168","1.55","184","mse","240.043164194645"
"1169","1.55","185","edf","21.3464867882555"
"1170","1.55","185","mse","286.530549917716"
"1171","1.55","186","edf","18.4369771285509"
"1172","1.55","186","mse","235.900566818949"
"1173","1.55","187","edf","17.1613562330136"
"1174","1.55","187","mse","233.684292922546"
"1175","1.55","188","edf","20.7691600954755"
"1176","1.55","188","mse","436.886131664566"
"1177","1.55","189","edf","42.0035704931662"
"1178","1.55","189","mse","445.194758075937"
"1179","1.55","190","edf","17.7298822955498"
"1180","1.55","190","mse","447.055241865282"
"1181","1.55","191","edf","14.3443833185421"
"1182","1.55","191","mse","603.052247974912"
"1183","1.55","192","edf","52.450996093837"
"1184","1.55","192","mse","700.661034264128"
"1185","1.55","193","edf","14.1986069419993"
"1186","1.55","193","mse","318.538713636246"
"1187","1.55","194","edf","15.4921266154778"
"1188","1.55","194","mse","326.042881326118"
"1189","1.55","195","edf","23.8065289112494"
"1190","1.55","195","mse","474.806465762382"
"1191","1.55","196","edf","25.3035092588418"
"1192","1.55","196","mse","250.351291309675"
"1193","1.55","197","edf","30.2682358937597"
"1194","1.55","197","mse","351.976243070584"
"1195","1.55","198","edf","14.7801461310146"
"1196","1.55","198","mse","369.907938782222"
"1197","1.55","199","edf","17.4361225295903"
"1198","1.55","199","mse","277.56884612318"
"1199","1.55","200","edf","15.313844430909"
"1200","1.55","200","mse","309.357300320581"
