"x","y","z","inside"
-3.25,-3,-1.51115201587132e-28,FALSE
-3.11734693877551,-3,-0.00572246065808298,FALSE
-2.98469387755102,-3,-0.011444921316166,FALSE
-2.85204081632653,-3,-0.0171673819742489,FALSE
-2.71938775510204,-3,-0.0228898426323319,FALSE
-2.58673469387755,-3,-0.0286123032904152,FALSE
-2.45408163265306,-3,-0.0343347639485295,FALSE
-2.32142857142857,-3,-0.0400572246087633,FALSE
-2.18877551020408,-3,-0.0457796853695859,FALSE
-2.05612244897959,-3,-0.0515021494395235,FALSE
-1.9234693877551,-3,-0.0572246887698048,FALSE
-1.79081632653061,-3,-0.0629484067358033,FALSE
-1.65816326530612,-3,-0.0686847579890357,FALSE
-1.52551020408163,-3,-0.0745129200993271,FALSE
-1.39285714285714,-3,-0.000672353419815821,FALSE
-1.26020408163265,-3,0.00882598182395113,FALSE
-1.12755102040816,-3,0.015513444832074,FALSE
-0.994897959183673,-3,0.0188178661398033,FALSE
-0.862244897959183,-3,0.0193886356205204,FALSE
-0.729591836734694,-3,0.0172481764122457,FALSE
-0.596938775510204,-3,0.0129423032072106,FALSE
-0.464285714285714,-3,-0.0685333720492471,FALSE
-0.331632653061224,-3,-0.0732326462813557,FALSE
-0.198979591836734,-3,-0.0755427053662216,FALSE
-0.0663265306122449,-3,-0.0885774933926581,FALSE
0.0663265306122449,-3,-0.121036007399787,FALSE
0.198979591836735,-3,-0.172980005027045,FALSE
0.331632653061225,-3,-0.241664685914908,FALSE
0.464285714285714,-3,-0.333712888412474,FALSE
0.596938775510204,-3,-0.466528742542314,FALSE
0.729591836734694,-3,-0.64098360718755,FALSE
0.862244897959184,-3,-0.818253821995866,FALSE
0.994897959183674,-3,-0.950822004462133,FALSE
1.12755102040816,-3,-1.03999064064811,FALSE
1.26020408163265,-3,-1.13832717103453,FALSE
1.39285714285714,-3,-1.28006548328453,FALSE
1.52551020408163,-3,-1.43179087514135,FALSE
1.65816326530612,-3,-1.53763040227792,FALSE
1.79081632653061,-3,-1.59105939806776,FALSE
1.9234693877551,-3,-1.6382325592597,FALSE
2.05612244897959,-3,-1.7204778159377,FALSE
2.18877551020408,-3,-1.82442049879329,FALSE
2.32142857142857,-3,-1.89770640190626,FALSE
2.45408163265306,-3,-1.90583396578954,FALSE
2.58673469387755,-3,-1.85130158450279,FALSE
2.71938775510204,-3,-1.75478428314487,FALSE
2.85204081632653,-3,-1.6349505982539,FALSE
2.98469387755102,-3,-1.48835094446314,FALSE
3.11734693877551,-3,-1.30282381855593,FALSE
3.25,-3,-1.1019607945467,FALSE
-3.25,-2.87755102040816,-0.0801144492131617,FALSE
-3.11734693877551,-2.87755102040816,-0.0858369098712446,FALSE
-2.98469387755102,-2.87755102040816,-0.0915593705293276,TRUE
